tool,precursors,FDP_lb,FDP_comb,protein groups,FDP_lb_pg,FDP_comb_pg
alphadia,11146,3.1221963036066747,29.946265368162816,865,3.4682080924855487,19.553109405243134
diann-1.8.1,11256,0.3465434512173449,3.323840381133495,727,0.6877579092159559,3.877450627128681
delpi,12173,0.11502752444334893,1.103276167371092,647,0.0,0.0
