tool,precursors,FDP_lb,FDP_comb,protein groups,FDP_lb_pg,FDP_comb_pg
alphadia,99925,9.437777132733443,90.52159153988254,4532,1.9417475728155338,10.947210120087579
diann-1.8.1,40287,0.26318403019167746,2.5243059828359273,5421,0.42427596384430916,2.391988634429761
delpi,38750,0.1368130307958388,1.3122298944823023,5606,0.16054227613271496,0.9051073654407049
