tool,precursors,FDP_lb,FDP_comb,q_cutoff,score_col,protein groups,FDP_lb_pg,FDP_comb_pg,q_cutoff_pg,score_col_pg
diann-1.8.1,52110,0.9422691536919994,3.9021170555827474,0.00999657,global_precursor_q_value,5401,0.925754489909276,3.2756302627354525,0.00129558,global_protein_group_q_value
delpi,133289,1.20722984001384,4.999370010435729,0.1394069790840149,posterior_error,5831,1.4062767964328589,4.975879547318822,0.00014138221740722656,posterior_error
