tool,precursors,FDP_lb,FDP_comb,q_cutoff,score_col,protein groups,FDP_lb_pg,FDP_comb_pg,q_cutoff_pg,score_col_pg
diann-1.8.1,92060,0.36743799483837103,0.9982137684569207,0.00253325,global_precursor_q_value,7242,0.38663352665009665,0.9548907893410454,0.000592066,global_protein_group_q_value
delpi,110133,0.36792228896963497,0.999529443690842,0.005101978778839111,posterior_error,8564,0.39701074264362446,0.9805199893151854,0.00021535158157348633,posterior_error
