tool,precursors,FDP_lb,FDP_comb,protein groups,FDP_lb_pg,FDP_comb_pg
msgf,36317,0.09915170210421946,0.9510046435863175,5859,0.136542072025943,0.7697986976405671
sage,30746,0.1268746543478968,1.2169068495811948,4941,0.18214936247723132,1.0269240823032975
delpi,62062,0.1063778347275277,1.020313445493857,7995,0.225140712945591,1.2693012859688786
